name,owner,full_name,stars,created_at,updated_at,language,pull_requests,merged_prs,releases,issues,closed_issues,age_days,days_since_update,closed_issues_ratio
sample-microservice-79,user-79,user-79/sample-microservice-79,9442,2020-08-14 18:34:14.902511,2023-03-01 18:34:14.902511,C#,103,102,12,123,28,1824,895,0.22764227642276422
sample-microservice-80,user-80,user-80/sample-microservice-80,6018,2021-09-02 18:34:14.902511,2025-01-26 18:34:14.902511,C#,239,180,7,391,357,1440,198,0.9130434782608695
sample-microservice-81,user-81,user-81/sample-microservice-81,340,2023-05-10 18:34:14.902511,2025-02-18 18:34:14.902511,Java,63,58,31,368,328,825,175,0.8913043478260869
sample-microservice-82,user-82,user-82/sample-microservice-82,3541,2022-07-17 18:34:14.902511,2024-01-13 18:34:14.902511,Go,283,229,19,42,25,1122,577,0.5952380952380952
sample-microservice-83,user-83,user-83/sample-microservice-83,7364,2022-02-03 18:34:14.902511,2022-07-09 18:34:14.902511,Ruby,274,164,42,470,11,1286,1130,0.023404255319148935
sample-microservice-84,user-84,user-84/sample-microservice-84,2679,2025-03-20 18:34:14.902511,2025-05-12 18:34:14.902511,Go,259,257,16,221,62,145,92,0.28054298642533937
sample-microservice-85,user-85,user-85/sample-microservice-85,3049,2023-10-16 18:34:14.902511,2025-07-24 18:34:14.902511,Go,168,125,33,382,302,666,19,0.7905759162303665
sample-microservice-86,user-86,user-86/sample-microservice-86,5214,2025-05-13 18:34:14.902511,2025-06-17 18:34:14.902511,C#,5,4,41,158,76,91,56,0.4810126582278481
sample-microservice-87,user-87,user-87/sample-microservice-87,8852,2024-10-30 18:34:14.902511,2024-12-18 18:34:14.902511,PHP,35,20,16,184,153,286,237,0.8315217391304348
sample-microservice-88,user-88,user-88/sample-microservice-88,8474,2020-12-05 18:34:14.902511,2025-02-20 18:34:14.902511,C#,275,250,32,33,3,1711,173,0.09090909090909091
sample-microservice-89,user-89,user-89/sample-microservice-89,6726,2022-12-05 18:34:14.902511,2024-01-22 18:34:14.902511,PHP,132,82,35,23,5,981,568,0.21739130434782608
sample-microservice-90,user-90,user-90/sample-microservice-90,9905,2023-06-03 18:34:14.902511,2024-02-29 18:34:14.902511,Go,197,25,26,27,11,801,530,0.4074074074074074
sample-microservice-91,user-91,user-91/sample-microservice-91,1439,2024-06-15 18:34:14.902511,2024-09-01 18:34:14.902511,Java,283,129,19,251,159,423,345,0.6334661354581673
sample-microservice-92,user-92,user-92/sample-microservice-92,2676,2024-08-19 18:34:14.902511,2024-12-13 18:34:14.902511,JavaScript,288,29,28,228,162,358,242,0.7105263157894737
sample-microservice-93,user-93,user-93/sample-microservice-93,3485,2024-06-26 18:34:14.902511,2025-06-13 18:34:14.902511,Rust,11,4,37,261,69,412,60,0.26436781609195403
sample-microservice-94,user-94,user-94/sample-microservice-94,6948,2021-06-21 18:34:14.902511,2024-05-05 18:34:14.902511,Java,280,197,8,401,48,1513,464,0.11970074812967581
sample-microservice-95,user-95,user-95/sample-microservice-95,4693,2024-05-11 18:34:14.902511,2024-05-29 18:34:14.902511,Java,169,55,33,73,42,458,440,0.5753424657534246
sample-microservice-96,user-96,user-96/sample-microservice-96,9677,2021-12-11 18:34:14.902511,2025-05-23 18:34:14.902511,TypeScript,226,175,38,469,51,1340,81,0.10874200426439233
sample-microservice-97,user-97,user-97/sample-microservice-97,7948,2020-08-25 18:34:14.902511,2024-04-02 18:34:14.902511,Rust,264,71,36,138,135,1813,497,0.9782608695652174
sample-microservice-98,user-98,user-98/sample-microservice-98,7894,2023-06-12 18:34:14.902511,2023-11-23 18:34:14.902511,Python,93,49,25,306,186,792,628,0.6078431372549019
sample-microservice-99,user-99,user-99/sample-microservice-99,9492,2021-11-26 18:34:14.902511,2023-01-11 18:34:14.902511,C++,267,225,7,59,38,1355,944,0.6440677966101694
sample-microservice-100,user-100,user-100/sample-microservice-100,4889,2022-06-07 18:34:14.902511,2025-01-15 18:34:14.902511,JavaScript,33,0,2,13,12,1162,209,0.9230769230769231
